GENDER	AGE	MEMBER POL. PARTY	INFO: PRESS	INFO: TV RADIO	INFO: POL. MEETING	INFO: PARTY PRESS	INFO: ELECT. PUBLICATION	INFO: CONVERSATION	INFO: NOT INTERESTED	STATE AND MASS MEDIA	RESULT INFLUEN.VOTING	WHICH PARTY LAST ELECT.
Female	22	Not a member	Yes	Yes	No	Yes	No	Yes	Yes	The state should have limited influe	No	HDZ
Male	19	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	HDZ
Female	28	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	I did not vote
Male	24	Not a member	Yes	Yes	No	Yes	No	Yes	No	The state should have limited influe	No	I did not vote
Male	25	HSP	Yes	Yes	Yes	No	Yes	No	No	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Male	21	Not a member	Yes	Yes	No	No	No	Yes	No	The state should have limited influe	No	HDZ
Female	44	Not a member	Yes	Yes	No	No	No	No	No	The state should not intervene in th	No	Savez zelenih Hrvatske  Zelelna akci
Male	86	Not a member	No	No	No	Yes	No	No	No	The state should have limited influe	No	Savez komunista Hrvatske - Stranka d
Female	71	Not a member	No	No	No	No	No	No	Yes	The state should not intervene in th	No	I did not vote
Female	43	Not a member	Yes	Yes	No	Yes	No	Yes	No	The state should have limited influe	No	Socijalisticki savez - Savez socijal
Male	51	Not a member	Yes	Yes	No	No	No	Yes	No	The state should have limited influe	No	HDZ
Female	26	Not a member	Yes	Yes	No	Yes	Yes	Yes	No	The state should not intervene in th	No	I did not vote
Male	29	HKDZ	Yes	Yes	No	No	Yes	Yes	No	The state should have limited influe	No	HDZ
Male	23	Not a member	Yes	Yes	No	No	Yes	Yes	No	The state should have limited influe	No	I did not vote
Female	39	HDZ	Yes	Yes	Yes	Yes	Yes	Yes	No	The state should have limited influe	No	HDZ
Female	43	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	HDZ
Male	58	Not a member	Yes	Yes	No	No	No	No	No	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Female	18	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	I did not vote
Male	54	Not a member	Yes	Yes	No	No	No	No	No	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Male	21	Not a member	Yes	Yes	No	No	No	Yes	No	The state should have limited influe	No	I did not vote
Male	24	Not a member	Yes	No	No	No	No	No	No	The state should have limited influe	No	HDZ
Male	31	HDZ	Yes	Yes	No	Yes	No	Yes	No	The state should have limited influe	No	HDZ
Female	34	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	HDZ
Female	67	Not a member	Yes	Yes	No	No	No	No	No	The state should have limited influe	No	Savez komunista Hrvatske - Stranka d
Female	52	Not a member	Yes	Yes	No	No	No	Yes	No	The state should have limited influe	No	Savez komunista Hrvatske - Stranka d
Female	22	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Male	40	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Male	34	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Male	25	Not a member	Yes	Yes	No	No	Yes	Yes	No	The state should not intervene in th	Yes	I did not vote
Female	55	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Female	36	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Female	46	HSP	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Female	41	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Female	20	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	I did not vote
Male	19	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Male	75	Not a member	Yes	Yes	No	No	No	Yes	No	The state should have limited influe	No	HDZ
Female	26	Not a member	No	Yes	No	No	No	Yes	Yes	The state should have limited influe	No	Koalicija narodnog sporazuma  Hrvats
Male	89	HSP	Yes	Yes	No	No	No	Yes	No	The state should have limited influe	No	HDZ
Female	37	Not a member	No	Yes	No	No	No	No	No	The state should not intervene in th	No	HDZ
Female	60	Not a member	No	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Male	55	Not a member	Yes	Yes	No	No	No	No	No	The state should have limited influe	No	Savez komunista Hrvatske - Stranka d
Male	52	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	Yes	Savez komunista Hrvatske - Stranka d
Female	29	Not a member	Yes	Yes	No	No	No	No	No	The state should not intervene in th	No	I did not vote
Male	48	Not a member	Yes	Yes	No	No	No	Yes	No	The state should have limited influe	No	HDZ
Female	49	Not a member	Yes	No	No	No	No	No	No	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Male	21	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	Yes	I did not vote
Male	38	Not a member	Yes	Yes	No	No	No	Yes	Yes	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Male	20	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	I did not vote
Male	18	Not a member	No	Yes	No	No	No	Yes	Yes	The state should have limited influe	No	I did not vote
Female	79	SSH	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Socijalisticki savez - Savez socijal
Male	59	Other party:	Yes	Yes	Yes	No	No	No	No	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Female	22	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	I did not vote
Male	55	Other party:	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Female	21	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	I did not vote
Male	37	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Female	50	Not a member	No	Yes	No	No	No	No	No	The state should have limited influe	No	I did not vote
Female	46	Not a member	No	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Female	44	Not a member	Yes	No	No	No	No	No	No	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Male	33	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Male	37	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Female	30	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	HDZ
Female	29	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	HDZ
Female	55	Not a member	Yes	Yes	No	No	No	No	No	The state should have limited influe	No	Koalicija narodnog sporazuma  Hrvats
Female	22	Not a member	Yes	Yes	No	No	No	No	No	The state should have limited influe	No	HDZ
Female	31	Not a member	No	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Female	81	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Female	29	Not a member	Yes	Yes	No	No	Yes	Yes	No	The state should have limited influe	No	HDZ
Female	44	Not a member	No	Yes	No	No	No	No	No	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Female	48	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Female	47	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Female	33	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	HDZ
Female	42	Not a member	No	Yes	No	No	No	Yes	Yes	The state should not intervene in th	No	HDZ
Female	34	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	HDZ
Female	43	Not a member	No	Yes	No	No	No	No	No	The state should not intervene in th	No	HDZ
Female	43	Not a member	Yes	Yes	No	No	No	Yes	Yes	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Female	33	Not a member	Yes	Yes	No	No	No	Yes	No	The state should have limited influe	No	HDZ
Female	28	Not a member	Yes	Yes	No	No	Yes	Yes	No	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Male	36	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Male	29	Not a member	Yes	Yes	No	No	No	No	No	The state should have limited influe	No	HDZ
Male	70	Not a member	Yes	Yes	No	No	No	No	No	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Male	38	NA	Yes	Yes	No	No	Yes	No	No	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Male	33	Not a member	Yes	Yes	No	No	No	Yes	No	The state should have limited influe	No	HDZ
Male	43	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Male	45	HDZ	No	Yes	No	No	No	Yes	No	The state should have strong influen	No	HDZ
Male	34	Not a member	Yes	Yes	No	No	No	Yes	Yes	The state should not intervene in th	No	HDZ
Male	37	HDZ	Yes	Yes	No	No	Yes	Yes	No	The state should have limited influe	No	HDZ
Male	45	Not a member	Yes	Yes	No	No	No	No	No	The state should have limited influe	No	HSS
Male	88	Not a member	Yes	Yes	No	No	No	Yes	No	The state should have limited influe	No	HDZ
Male	40	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Male	19	Not a member	Yes	Yes	No	No	No	No	No	The state should not intervene in th	No	I did not vote
Male	42	Not a member	Yes	Yes	No	Yes	No	Yes	No	The state should have strong influen	Yes	HDZ
Female	27	Not a member	No	Yes	No	Yes	No	Yes	No	The state should have limited influe	No	HDZ
Male	50	Not a member	Yes	Yes	No	No	No	No	No	The state should not intervene in th	No	HDZ
Male	48	HDZ	Yes	Yes	Yes	No	No	Yes	No	The state should not intervene in th	No	HDZ
Male	39	HKDS	Yes	Yes	No	Yes	No	Yes	No	The state should have limited influe	No	HDZ
Female	44	Not a member	No	Yes	No	No	No	Yes	No	The state should have limited influe	Yes	HDZ
Male	22	Not a member	Yes	Yes	No	No	No	Yes	No	The state should have limited influe	No	I did not vote
Male	18	Not a member	Yes	Yes	No	No	No	Yes	No	The state should have limited influe	No	HDZ
Male	61	Not a member	Yes	Yes	No	Yes	No	Yes	No	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Female	19	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	Yes	Socijalisticki savez - Savez socijal
Female	20	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Female	83	Not a member	No	Yes	No	No	No	Yes	No	The state should have limited influe	Yes	HDZ
Female	54	HDZ	Yes	Yes	No	No	No	No	No	The state should not intervene in th	No	HDZ
Female	37	Not a member	No	Yes	No	No	No	Yes	No	The state should have strong influen	Yes	HDZ
Male	29	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	HDZ
Female	18	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	HDZ
Female	20	Not a member	No	Yes	No	No	No	No	No	The state should have limited influe	No	HDZ
Female	60	HDZ	Yes	Yes	No	Yes	Yes	Yes	No	The state should not intervene in th	No	HDZ
Female	56	Not a member	No	Yes	No	No	No	No	No	The state should have limited influe	No	I did not vote
Female	34	Not a member	No	Yes	No	No	No	No	No	The state should have limited influe	Yes	HDZ
Female	40	Not a member	No	Yes	No	No	No	No	No	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Female	27	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Female	19	Not a member	Yes	Yes	No	No	No	Yes	No	The state should have limited influe	No	For the independent candidate
Female	45	Not a member	Yes	Yes	No	No	No	No	No	The state should not intervene in th	No	I did not vote
Female	60	Not a member	No	Yes	No	No	No	Yes	No	The state should not intervene in th	No	HDZ
Female	47	Not a member	Yes	Yes	No	No	No	No	No	The state should not intervene in th	No	HDZ
Male	49	Not a member	Yes	Yes	No	No	No	Yes	No	The state should have limited influe	No	Koalicija narodnog sporazuma  Hrvats
Male	44	Not a member	No	Yes	No	No	No	Yes	No	The state should not intervene in th	No	HDZ
Male	25	Not a member	No	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Female	44	Not a member	No	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Male	21	Not a member	No	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Other party:
Male	52	Not a member	Yes	Yes	No	No	Yes	Yes	No	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Female	45	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Female	19	Not a member	Yes	Yes	No	No	No	Yes	Yes	The state should not intervene in th	No	HDZ
Male	53	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Male	48	Not a member	Yes	Yes	No	No	No	Yes	No	The state should have limited influe	No	Savez komunista Hrvatske - Stranka d
Female	24	Not a member	NA	Yes	NA	NA	NA	NA	NA	The state should not intervene in th	Yes	I did not vote
Female	38	Not a member	No	Yes	No	No	No	Yes	No	The state should not intervene in th	No	NA
Female	42	Not a member	Yes	NA	NA	NA	NA	NA	NA	The state should have limited influe	No	Savez komunista Hrvatske - Stranka d
Female	21	Not a member	Yes	Yes	No	No	Yes	Yes	No	The state should have limited influe	No	For the independent candidate
Female	31	Not a member	No	Yes	No	No	No	Yes	Yes	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Male	24	Not a member	Yes	Yes	No	Yes	No	Yes	Yes	The state should not intervene in th	No	HDZ
Male	26	Not a member	No	Yes	No	No	No	Yes	No	The state should not intervene in th	No	NA
Male	24	Not a member	Yes	Yes	No	No	No	Yes	No	The state should have limited influe	No	NA
Male	58	Not a member	Yes	Yes	Yes	NA	NA	NA	NA	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Male	54	Not a member	NA	Yes	NA	NA	NA	NA	NA	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Female	42	Not a member	NA	Yes	NA	NA	NA	NA	NA	The state should not intervene in th	No	I did not vote
Female	46	HDZ	No	Yes	Yes	No	No	Yes	No	The state should not intervene in th	No	For the independent candidate
Female	24	HDZ	No	Yes	No	Yes	No	No	No	The state should not intervene in th	Yes	HDZ
Female	34	Not a member	NA	Yes	NA	NA	NA	NA	NA	The state should not intervene in th	No	HDZ
Female	25	Not a member	NA	Yes	NA	NA	NA	NA	NA	The state should not intervene in th	No	HDZ
Male	32	Not a member	Yes	Yes	No	No	No	Yes	Yes	The state should not intervene in th	No	I did not vote
Male	20	HDZ	NA	Yes	NA	NA	NA	NA	NA	The state should not intervene in th	No	HDZ
Male	41	Not a member	NA	Yes	NA	NA	NA	NA	NA	The state should not intervene in th	No	HDZ
Male	41	Not a member	Yes	Yes	No	No	Yes	Yes	No	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Female	29	Not a member	NA	Yes	NA	NA	NA	NA	NA	The state should not intervene in th	No	I did not vote
Female	37	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	HDZ
Male	43	Other party:	Yes	Yes	Yes	Yes	NA	NA	NA	The state should not intervene in th	Yes	I did not vote
Male	86	HDZ	Yes	NA	NA	NA	NA	NA	NA	The state should have limited influe	No	Savez komunista Hrvatske - Stranka d
Female	20	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	NA	I did not vote
Female	27	Not a member	Yes	Yes	No	No	No	Yes	No	The state should have limited influe	No	HDZ
Male	36	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Female	24	Not a member	No	Yes	No	No	No	No	No	The state should have limited influe	No	HDZ
Female	19	HSLS	Yes	Yes	Yes	No	No	No	No	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Female	32	Not a member	NA	Yes	NA	NA	NA	NA	NA	The state should have limited influe	No	I did not vote
Male	20	HSP	NA	NA	Yes	NA	NA	NA	NA	The state should have limited influe	No	HDZ
Female	19	HDZ	NA	Yes	NA	NA	NA	NA	NA	The state should have strong influen	No	HDZ
Male	25	HSLS	Yes	Yes	Yes	Yes	Yes	Yes	No	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Female	20	Not a member	Yes	Yes	NA	NA	NA	Yes	NA	The state should not intervene in th	NA	Srpska demokratska stranka
Male	36	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	HDZ
Female	19	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	I did not vote
Female	53	Not a member	Yes	Yes	No	No	No	Yes	No	The state should have limited influe	No	HDZ
Female	34	Not a member	Yes	Yes	No	No	No	Yes	No	The state should have limited influe	No	HDZ
Male	32	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	HDZ
Female	53	Not a member	Yes	Yes	No	No	No	Yes	No	The state should have limited influe	No	HDZ
Male	57	Not a member	Yes	Yes	No	No	No	No	Yes	The state should have limited influe	NA	Savez komunista Hrvatske - Stranka d
Male	50	Not a member	Yes	Yes	No	No	No	No	No	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Female	35	Not a member	Yes	Yes	No	No	No	Yes	No	The state should have strong influen	No	HDZ
Male	66	Not a member	Yes	Yes	No	No	No	No	No	The state should have strong influen	No	HDZ
Female	40	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Female	49	Not a member	Yes	Yes	No	No	No	Yes	No	The state should have strong influen	No	Koalicija narodnog sporazuma  Hrvats
Male	44	SDP	Yes	Yes	Yes	No	No	No	No	The state should have limited influe	No	Savez komunista Hrvatske - Stranka d
Female	27	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	I did not vote
Female	30	Not a member	No	No	No	No	No	No	Yes	The state should have limited influe	No	I did not vote
Male	25	Not a member	Yes	No	No	No	No	Yes	Yes	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Female	28	Not a member	Yes	Yes	No	Yes	No	Yes	No	The state should not intervene in th	No	HDZ
Female	55	Not a member	No	Yes	No	No	No	Yes	No	The state should not intervene in th	Yes	Savez komunista Hrvatske - Stranka d
Female	43	Not a member	No	Yes	No	No	No	Yes	No	The state should not intervene in th	No	HDZ
Female	22	Not a member	Yes	Yes	No	No	No	Yes	No	The state should have limited influe	No	HDZ
Male	80	HDZ	Yes	Yes	No	No	No	Yes	No	The state should have limited influe	No	HDZ
Female	24	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Male	60	Not a member	Yes	Yes	No	No	Yes	No	No	The state should have limited influe	NA	HDZ
Female	80	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	HDZ
Female	31	Not a member	Yes	NA	NA	NA	NA	NA	NA	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Female	40	Not a member	Yes	Yes	No	No	No	Yes	No	The state should have limited influe	No	HDZ
Male	83	Not a member	Yes	Yes	No	NA	No	Yes	No	The state should have limited influe	No	Savez komunista Hrvatske - Stranka d
Male	23	Not a member	Yes	Yes	No	No	No	No	No	The state should not intervene in th	No	HDZ
Male	25	Not a member	No	No	No	No	No	No	Yes	The state should not intervene in th	No	I did not vote
Male	58	Not a member	Yes	Yes	No	No	No	Yes	No	The state should have limited influe	No	Savez komunista Hrvatske - Stranka d
Female	36	Not a member	Yes	Yes	No	No	No	Yes	No	The state should have limited influe	No	HDZ
Male	44	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Male	46	Other party:	Yes	Yes	Yes	No	No	Yes	No	The state should not intervene in th	No	HDZ
Male	59	Not a member	Yes	Yes	Yes	No	No	Yes	Yes	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Female	31	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Male	18	HDZ	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	HDZ
Male	42	HDZ	Yes	Yes	No	Yes	No	Yes	No	The state should have limited influe	Yes	HDZ
Female	69	Not a member	No	Yes	No	No	No	Yes	No	The state should have limited influe	No	HDZ
Female	38	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	I did not vote
Female	38	Not a member	No	Yes	No	No	No	Yes	No	The state should have limited influe	No	HDZ
Female	35	HDZ	No	Yes	No	No	No	Yes	No	The state should have limited influe	No	HDZ
Female	32	HDZ	Yes	Yes	Yes	No	No	No	No	The state should not intervene in th	No	HDZ
Male	85	HDZ	Yes	Yes	No	No	NA	Yes	NA	The state should have limited influe	Yes	HDZ
Male	54	Not a member	Yes	Yes	No	No	No	No	No	The state should have strong influen	No	HDZ
Female	18	Not a member	NA	Yes	NA	NA	NA	NA	NA	The state should have limited influe	No	I did not vote
Female	39	Not a member	Yes	Yes	No	Yes	Yes	Yes	No	The state should not intervene in th	No	HDZ
Female	56	Not a member	No	Yes	No	No	No	Yes	No	The state should have strong influen	No	I did not vote
Female	66	Not a member	No	Yes	No	No	No	Yes	No	The state should have strong influen	No	HDZ
Male	40	Not a member	Yes	NA	NA	NA	NA	NA	NA	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Male	82	Not a member	Yes	Yes	No	No	No	No	No	The state should have strong influen	Yes	HDZ
Male	42	Other party:	Yes	Yes	No	No	Yes	Yes	No	The state should not intervene in th	No	HDZ
Female	88	Not a member	Yes	Yes	No	No	No	No	No	The state should have limited influe	Yes	HDZ
Male	76	Not a member	No	Yes	No	No	No	No	No	The state should not intervene in th	No	HDZ
Male	31	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	HDZ
Female	58	Not a member	Yes	Yes	NA	NA	NA	NA	NA	The state should not intervene in th	Yes	For the independent candidate
Female	32	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	For the independent candidate
Male	44	Not a member	Yes	Yes	NA	NA	NA	NA	NA	The state should have strong influen	Yes	I did not vote
Male	45	Not a member	Yes	Yes	No	Yes	Yes	Yes	No	The state should not intervene in th	No	HDZ
Male	20	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	HDZ
Male	46	HDZ	Yes	Yes	NA	NA	NA	NA	NA	The state should not intervene in th	Yes	HDZ
Male	55	HDZ	Yes	Yes	Yes	No	No	No	No	The state should have strong influen	No	HDZ
Female	35	Not a member	No	Yes	No	No	No	Yes	No	The state should have limited influe	No	HDZ
Female	18	Not a member	NA	Yes	NA	NA	NA	NA	NA	The state should have limited influe	No	For the independent candidate
Male	33	Not a member	No	Yes	No	No	No	Yes	No	The state should have limited influe	No	HDZ
Female	36	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	HDZ
Female	48	Not a member	NA	Yes	NA	NA	NA	NA	NA	The state should have limited influe	No	HDZ
Male	34	Not a member	No	Yes	Yes	No	No	No	No	The state should have strong influen	Yes	HDZ
Male	34	Not a member	Yes	Yes	Yes	Yes	No	Yes	No	The state should not intervene in th	No	HDZ
Female	46	Not a member	Yes	Yes	No	No	No	Yes	No	The state should have strong influen	No	HDZ
Female	23	Not a member	NA	Yes	NA	NA	NA	NA	NA	The state should have strong influen	No	HDZ
Male	27	Not a member	Yes	Yes	No	No	No	No	No	The state should not intervene in th	No	HDZ
Male	45	Not a member	NA	Yes	NA	NA	NA	NA	NA	The state should not intervene in th	Yes	HDZ
Female	27	Not a member	Yes	Yes	No	No	No	Yes	No	The state should have limited influe	Yes	HDZ
Male	31	Not a member	Yes	Yes	No	No	No	No	NA	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Male	30	Not a member	No	No	No	No	No	Yes	Yes	The state should not intervene in th	No	Other party:
Male	19	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	HDZ
Female	18	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Socijalisticki savez - Savez socijal
Female	31	Not a member	Yes	Yes	NA	NA	Yes	Yes	NA	The state should have limited influe	No	NA
Female	47	Not a member	Yes	Yes	NA	NA	NA	NA	NA	The state should have limited influe	No	Savez komunista Hrvatske - Stranka d
Male	34	Not a member	Yes	Yes	NA	NA	NA	Yes	NA	The state should not intervene in th	No	HDZ
Male	43	Not a member	Yes	Yes	NA	NA	NA	NA	NA	The state should have limited influe	No	Savez komunista Hrvatske - Stranka d
Male	45	SDP	Yes	Yes	NA	NA	NA	NA	NA	The state should have limited influe	No	Savez komunista Hrvatske - Stranka d
Female	24	Not a member	Yes	Yes	No	No	No	No	No	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Male	40	Not a member	Yes	Yes	NA	NA	NA	Yes	NA	The state should have limited influe	No	Koalicija narodnog sporazuma  Hrvats
Male	45	Not a member	Yes	Yes	Yes	No	No	Yes	No	The state should not intervene in th	No	NA
Male	45	Not a member	Yes	Yes	NA	NA	NA	NA	NA	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Male	45	Not a member	Yes	Yes	Yes	No	No	Yes	No	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Male	20	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	I did not vote
Female	19	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	I did not vote
Male	37	HDZ	Yes	Yes	No	No	No	Yes	No	The state should have limited influe	No	HDZ
Male	46	HSLS	NA	Yes	NA	NA	NA	NA	NA	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Female	48	Not a member	Yes	Yes	NA	NA	NA	NA	NA	NA	No	Savez komunista Hrvatske - Stranka d
Female	25	Not a member	NA	NA	NA	NA	NA	Yes	NA	The state should have strong influen	No	HDZ
Male	49	Not a member	Yes	Yes	NA	No	No	NA	NA	The state should have strong influen	No	HDZ
Male	29	Not a member	Yes	Yes	No	Yes	No	Yes	No	The state should not intervene in th	No	HDZ
Female	19	Not a member	NA	NA	NA	NA	NA	Yes	NA	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Female	35	Not a member	Yes	Yes	NA	NA	NA	Yes	NA	The state should have limited influe	No	Koalicija narodnog sporazuma  Hrvats
Female	24	Not a member	Yes	Yes	No	No	No	Yes	Yes	The state should not intervene in th	No	Socijalisticki savez - Savez socijal
Female	41	Not a member	No	Yes	No	No	No	No	No	NA	No	I did not vote
Female	35	Not a member	Yes	Yes	No	No	No	Yes	No	The state should have limited influe	No	HDZ
Female	33	Not a member	Yes	Yes	No	No	No	Yes	NA	The state should have limited influe	No	Koalicija narodnog sporazuma  Hrvats
Female	46	Not a member	NA	Yes	NA	NA	NA	NA	NA	The state should not intervene in th	No	I did not vote
Female	39	Not a member	NA	Yes	NA	NA	NA	NA	NA	The state should have limited influe	No	HDZ
Female	49	Not a member	NA	Yes	NA	NA	NA	NA	NA	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Male	39	Not a member	Yes	Yes	No	No	No	Yes	Yes	The state should have limited influe	No	HDZ
